Date,Vehicle_Number,Previous_Node,Origin_Type,Vehicle_Size,Arrival_Time,Volume,Dock_Capacity,Required_Docks,Hour
2024-03-07,VH0716,MJAX->NCRU,Longhaul,32ft,17:56,9477,1000,10,17
2024-03-07,VH0717,KRL->NCRU,Milkrun,14ft,14:24,919,1000,1,14
2024-03-07,VH0718,HYDX->NCRU,Longhaul,32ft,17:13,8944,1000,9,17
2024-03-07,VH0719,KRL->NCRU,Milkrun,24ft,19:56,1471,1000,2,19
2024-03-07,VH0720,PATX->NCRU,Longhaul,32ft,17:04,5503,1000,6,17
2024-03-07,VH0721,GZBX->NCRU,Milkrun,24ft,12:36,1340,1000,2,12
2024-03-07,VH0722,HYDX->NCRU,Longhaul,32ft,12:26,7572,1000,8,12
2024-03-07,VH0723,HYDX->NCRU,Longhaul,32ft,09:34,8974,1000,9,9
2024-03-07,VH0724,KRL->NCRU,Milkrun,14ft,00:29,1082,1000,2,0
2024-03-07,VH0725,NDLX->NCRU,Milkrun,24ft,06:08,1052,1000,2,6
2024-03-07,VH0726,NDLX->NCRU,Milkrun,24ft,10:41,1093,1000,2,10
2024-03-07,VH0727,ROHX->NCRU,Milkrun,14ft,11:53,971,1000,1,11
2024-03-07,VH0728,MJAX->NCRU,Longhaul,32ft,11:45,7585,1000,8,11
2024-03-07,VH0729,LJP->NCRU,Milkrun,24ft,16:32,1136,1000,2,16
2024-03-07,VH0730,NDLX->NCRU,Milkrun,14ft,08:31,1076,1000,2,8
2024-03-07,VH0731,PATX->NCRU,Longhaul,32ft,12:26,6360,1000,7,12
2024-03-07,VH0732,PATX->NCRU,Longhaul,32ft,05:21,9469,1000,10,5
2024-03-07,VH0733,LJP->NCRU,Milkrun,14ft,11:57,1486,1000,2,11
2024-03-07,VH0734,LJP->NCRU,Milkrun,17ft,18:04,1471,1000,2,18
2024-03-07,VH0735,PATX->NCRU,Longhaul,32ft,11:08,6176,1000,7,11
2024-03-07,VH0736,KRL->NCRU,Milkrun,17ft,19:33,986,1000,1,19
2024-03-07,VH0737,PNQX->NCRU,Longhaul,32ft,18:11,6561,1000,7,18
2024-03-07,VH0738,GZBX->NCRU,Milkrun,17ft,23:57,1444,1000,2,23
2024-03-07,VH0739,HYDX->NCRU,Longhaul,32ft,15:34,7113,1000,8,15
2024-03-07,VH0740,GZBX->NCRU,Milkrun,17ft,07:14,1106,1000,2,7
2024-03-07,VH0741,LJP->NCRU,Milkrun,14ft,15:09,1078,1000,2,15
2024-03-07,VH0742,LKOX->NCRU,Longhaul,32ft,16:37,8907,1000,9,16
2024-03-07,VH0743,PNQX->NCRU,Longhaul,32ft,13:31,8059,1000,9,13
2024-03-07,VH0744,LJP->NCRU,Milkrun,17ft,04:33,1478,1000,2,4
2024-03-07,VH0745,HYDX->NCRU,Longhaul,32ft,12:35,6758,1000,7,12
2024-03-07,VH0746,LKOX->NCRU,Longhaul,32ft,18:43,5825,1000,6,18
2024-03-07,VH0747,PNQX->NCRU,Longhaul,32ft,12:41,6929,1000,7,12
2024-03-07,VH0748,KRL->NCRU,Milkrun,14ft,13:06,1120,1000,2,13
2024-03-07,VH0749,NDLX->NCRU,Milkrun,14ft,19:30,785,1000,1,19
2024-03-07,VH0750,LJP->NCRU,Milkrun,17ft,09:27,812,1000,1,9
2024-03-07,VH0751,ROHX->NCRU,Milkrun,14ft,06:05,1258,1000,2,6
2024-03-07,VH0752,PNQX->NCRU,Longhaul,32ft,07:10,6223,1000,7,7
2024-03-07,VH0753,KRL->NCRU,Milkrun,14ft,15:12,1235,1000,2,15
2024-03-07,VH0754,NDLX->NCRU,Milkrun,14ft,15:40,1162,1000,2,15
2024-03-07,VH0755,KRL->NCRU,Milkrun,24ft,18:55,1434,1000,2,18
2024-03-07,VH0756,LKOX->NCRU,Longhaul,32ft,07:30,8939,1000,9,7
2024-03-07,VH0757,PNQX->NCRU,Longhaul,32ft,02:38,8400,1000,9,2
2024-03-07,VH0758,LKOX->NCRU,Longhaul,32ft,09:06,7041,1000,8,9
2024-03-07,VH0759,KRL->NCRU,Milkrun,14ft,22:47,973,1000,1,22
2024-03-07,VH0760,PATX->NCRU,Longhaul,32ft,15:43,8572,1000,9,15
2024-03-07,VH0761,PATX->NCRU,Longhaul,32ft,21:51,9072,1000,10,21
2024-03-07,VH0762,ROHX->NCRU,Milkrun,17ft,11:42,1040,1000,2,11
2024-03-07,VH0763,LJP->NCRU,Milkrun,17ft,20:26,1189,1000,2,20
2024-03-07,VH0764,LJP->NCRU,Milkrun,14ft,18:42,1369,1000,2,18
2024-03-07,VH0765,HYDX->NCRU,Longhaul,32ft,18:27,8793,1000,9,18
2024-03-07,VH0766,HYDX->NCRU,Longhaul,32ft,15:20,5789,1000,6,15
2024-03-07,VH0767,BLRX->NCRU,Longhaul,32ft,14:21,7198,1000,8,14
2024-03-07,VH0768,GZBX->NCRU,Milkrun,14ft,01:22,1462,1000,2,1
2024-03-07,VH0769,KRL->NCRU,Milkrun,17ft,16:42,1327,1000,2,16
2024-03-07,VH0770,PATX->NCRU,Longhaul,32ft,16:11,5147,1000,6,16
2024-03-07,VH0771,PATX->NCRU,Longhaul,32ft,10:07,6543,1000,7,10
2024-03-07,VH0772,GZBX->NCRU,Milkrun,24ft,11:53,1327,1000,2,11
2024-03-07,VH0773,ROHX->NCRU,Milkrun,17ft,15:28,1114,1000,2,15
2024-03-07,VH0774,GZBX->NCRU,Milkrun,24ft,10:37,1103,1000,2,10
2024-03-07,VH0775,GZBX->NCRU,Milkrun,14ft,16:55,790,1000,1,16
2024-03-07,VH0776,ROHX->NCRU,Milkrun,17ft,03:18,884,1000,1,3
2024-03-07,VH0777,ROHX->NCRU,Milkrun,24ft,11:04,1101,1000,2,11
2024-03-07,VH0778,GZBX->NCRU,Milkrun,17ft,13:12,971,1000,1,13
2024-03-07,VH0779,GZBX->NCRU,Milkrun,14ft,12:24,851,1000,1,12
2024-03-07,VH0780,GZBX->NCRU,Milkrun,14ft,11:13,751,1000,1,11
2024-03-07,VH0781,LKOX->NCRU,Longhaul,32ft,05:05,8279,1000,9,5
2024-03-07,VH0782,BLRX->NCRU,Longhaul,32ft,19:14,8726,1000,9,19
2024-03-07,VH0783,GZBX->NCRU,Milkrun,17ft,15:03,1279,1000,2,15
2024-03-07,VH0784,NDLX->NCRU,Milkrun,24ft,13:01,1103,1000,2,13
2024-03-07,VH0785,NDLX->NCRU,Milkrun,17ft,21:47,994,1000,1,21
2024-03-07,VH0786,KRL->NCRU,Milkrun,17ft,11:57,1294,1000,2,11
2024-03-07,VH0787,ROHX->NCRU,Milkrun,24ft,15:44,1256,1000,2,15
2024-03-07,VH0788,ROHX->NCRU,Milkrun,14ft,15:48,833,1000,1,15
2024-03-07,VH0789,GZBX->NCRU,Milkrun,24ft,16:09,938,1000,1,16
2024-03-07,VH0790,BLRX->NCRU,Longhaul,32ft,11:11,5807,1000,6,11
2024-03-07,VH0791,LJP->NCRU,Milkrun,14ft,16:11,1393,1000,2,16
2024-03-07,VH0792,LJP->NCRU,Milkrun,14ft,22:27,1279,1000,2,22
2024-03-07,VH0793,PNQX->NCRU,Longhaul,32ft,17:20,8486,1000,9,17
2024-03-07,VH0794,KRL->NCRU,Milkrun,17ft,14:10,968,1000,1,14
2024-03-07,VH0795,BLRX->NCRU,Longhaul,32ft,11:33,6599,1000,7,11
2024-03-07,VH0796,PNQX->NCRU,Longhaul,32ft,03:07,7045,1000,8,3
2024-03-07,VH0797,GZBX->NCRU,Milkrun,17ft,06:01,1275,1000,2,6
2024-03-07,VH0798,LJP->NCRU,Milkrun,17ft,10:18,1464,1000,2,10
2024-03-07,VH0799,PATX->NCRU,Longhaul,32ft,09:27,9161,1000,10,9
2024-03-07,VH0800,HYDX->NCRU,Longhaul,32ft,10:47,7078,1000,8,10
2024-03-07,VH0801,BLRX->NCRU,Longhaul,32ft,19:47,7756,1000,8,19
2024-03-07,VH0802,HYDX->NCRU,Longhaul,32ft,11:23,8758,1000,9,11
2024-03-07,VH0803,KRL->NCRU,Milkrun,14ft,14:34,1250,1000,2,14
2024-03-07,VH0804,HYDX->NCRU,Longhaul,32ft,18:13,5741,1000,6,18
2024-03-07,VH0805,LKOX->NCRU,Longhaul,32ft,20:20,5266,1000,6,20
2024-03-07,VH0806,NDLX->NCRU,Milkrun,14ft,14:45,1134,1000,2,14
2024-03-07,VH0807,LJP->NCRU,Milkrun,14ft,19:06,948,1000,1,19
2024-03-07,VH0808,KRL->NCRU,Milkrun,14ft,07:31,1437,1000,2,7
2024-03-07,VH0809,GZBX->NCRU,Milkrun,14ft,14:28,1074,1000,2,14
2024-03-07,VH0810,LKOX->NCRU,Longhaul,32ft,01:20,9253,1000,10,1
2024-03-07,VH0811,KRL->NCRU,Milkrun,14ft,23:31,754,1000,1,23
2024-03-07,VH0812,HYDX->NCRU,Longhaul,32ft,15:39,5468,1000,6,15
2024-03-07,VH0813,NDLX->NCRU,Milkrun,24ft,18:35,718,1000,1,18
2024-03-07,VH0814,GZBX->NCRU,Milkrun,14ft,08:16,1284,1000,2,8
2024-03-07,VH0815,BLRX->NCRU,Longhaul,32ft,11:50,8450,1000,9,11
2024-03-07,VH0816,HYDX->NCRU,Longhaul,32ft,13:33,5330,1000,6,13
2024-03-07,VH0817,GZBX->NCRU,Milkrun,24ft,08:44,1420,1000,2,8
2024-03-07,VH0818,KRL->NCRU,Milkrun,14ft,13:35,1316,1000,2,13
2024-03-07,VH0819,ROHX->NCRU,Milkrun,14ft,09:42,705,1000,1,9
2024-03-07,VH0820,NDLX->NCRU,Milkrun,17ft,18:56,734,1000,1,18
2024-03-07,VH0821,PNQX->NCRU,Longhaul,32ft,18:25,7660,1000,8,18
2024-03-07,VH0822,ROHX->NCRU,Milkrun,17ft,04:54,1282,1000,2,4
2024-03-07,VH0823,MJAX->NCRU,Longhaul,32ft,15:13,9330,1000,10,15
2024-03-07,VH0824,HYDX->NCRU,Longhaul,32ft,12:25,6050,1000,7,12
2024-03-07,VH0825,KRL->NCRU,Milkrun,24ft,05:51,877,1000,1,5
2024-03-07,VH0826,MJAX->NCRU,Longhaul,32ft,15:28,5873,1000,6,15
2024-03-07,VH0827,PATX->NCRU,Longhaul,32ft,15:12,7400,1000,8,15
2024-03-07,VH0828,GZBX->NCRU,Milkrun,17ft,18:36,970,1000,1,18
2024-03-07,VH0829,BLRX->NCRU,Longhaul,32ft,13:50,6631,1000,7,13
2024-03-07,VH0830,GZBX->NCRU,Milkrun,17ft,12:40,932,1000,1,12
2024-03-07,VH0831,LJP->NCRU,Milkrun,24ft,15:51,1133,1000,2,15
2024-03-07,VH0832,LKOX->NCRU,Longhaul,32ft,15:13,5286,1000,6,15
2024-03-07,VH0833,ROHX->NCRU,Milkrun,14ft,12:08,902,1000,1,12
2024-03-07,VH0834,KRL->NCRU,Milkrun,24ft,08:03,1000,1000,1,8
2024-03-07,VH0835,ROHX->NCRU,Milkrun,14ft,13:45,1466,1000,2,13
2024-03-07,VH0836,LJP->NCRU,Milkrun,14ft,15:53,1338,1000,2,15
2024-03-07,VH0837,PATX->NCRU,Longhaul,32ft,15:17,9255,1000,10,15
2024-03-07,VH0838,GZBX->NCRU,Milkrun,14ft,08:44,938,1000,1,8
2024-03-07,VH0839,KRL->NCRU,Milkrun,24ft,12:53,839,1000,1,12
2024-03-07,VH0840,GZBX->NCRU,Milkrun,24ft,18:12,903,1000,1,18
2024-03-07,VH0841,PNQX->NCRU,Longhaul,32ft,15:21,8710,1000,9,15
2024-03-07,VH0842,NDLX->NCRU,Milkrun,17ft,11:10,771,1000,1,11
2024-03-07,VH0843,GZBX->NCRU,Milkrun,24ft,15:01,1170,1000,2,15
2024-03-07,VH0844,PNQX->NCRU,Longhaul,32ft,11:07,9121,1000,10,11
2024-03-07,VH0845,PATX->NCRU,Longhaul,32ft,20:12,6717,1000,7,20
2024-03-07,VH0846,NDLX->NCRU,Milkrun,17ft,13:05,1131,1000,2,13
2024-03-07,VH0847,LKOX->NCRU,Longhaul,32ft,13:21,6258,1000,7,13
2024-03-07,VH0848,ROHX->NCRU,Milkrun,17ft,14:21,1056,1000,2,14
2024-03-07,VH0849,GZBX->NCRU,Milkrun,24ft,19:59,753,1000,1,19
2024-03-07,VH0850,KRL->NCRU,Milkrun,17ft,13:02,978,1000,1,13
2024-03-07,VH0851,KRL->NCRU,Milkrun,24ft,03:08,766,1000,1,3
2024-03-07,VH0852,KRL->NCRU,Milkrun,14ft,20:44,804,1000,1,20
2024-03-07,VH0853,PNQX->NCRU,Longhaul,32ft,22:55,8785,1000,9,22
2024-03-07,VH0854,NDLX->NCRU,Milkrun,17ft,04:20,943,1000,1,4
2024-03-07,VH0855,LKOX->NCRU,Longhaul,32ft,13:11,8772,1000,9,13
2024-03-07,VH0856,LJP->NCRU,Milkrun,14ft,17:30,1456,1000,2,17
2024-03-07,VH0857,NDLX->NCRU,Milkrun,17ft,11:06,1060,1000,2,11
2024-03-07,VH0858,LKOX->NCRU,Longhaul,32ft,15:24,5195,1000,6,15
2024-03-07,VH0859,MJAX->NCRU,Longhaul,32ft,16:58,7840,1000,8,16
2024-03-07,VH0860,ROHX->NCRU,Milkrun,17ft,08:49,775,1000,1,8
2024-03-07,VH0861,ROHX->NCRU,Milkrun,24ft,06:22,791,1000,1,6
2024-03-07,VH0862,GZBX->NCRU,Milkrun,24ft,19:56,1016,1000,2,19
2024-03-07,VH0863,KRL->NCRU,Milkrun,24ft,12:35,1000,1000,1,12
2024-03-07,VH0864,LKOX->NCRU,Longhaul,32ft,15:05,8296,1000,9,15
2024-03-07,VH0865,KRL->NCRU,Milkrun,24ft,11:54,1175,1000,2,11
2024-03-07,VH0866,MJAX->NCRU,Longhaul,32ft,15:05,7991,1000,8,15
2024-03-07,VH0867,NDLX->NCRU,Milkrun,24ft,03:03,922,1000,1,3
2024-03-07,VH0868,PNQX->NCRU,Longhaul,32ft,22:23,8963,1000,9,22
2024-03-07,VH0869,GZBX->NCRU,Milkrun,17ft,13:00,1435,1000,2,13
2024-03-07,VH0870,HYDX->NCRU,Longhaul,32ft,19:21,8030,1000,9,19
2024-03-07,VH0871,PATX->NCRU,Longhaul,32ft,15:27,9458,1000,10,15
2024-03-07,VH0872,NDLX->NCRU,Milkrun,14ft,02:18,1072,1000,2,2
2024-03-07,VH0873,ROHX->NCRU,Milkrun,17ft,23:58,759,1000,1,23
2024-03-07,VH0874,PNQX->NCRU,Longhaul,32ft,05:23,6738,1000,7,5
2024-03-07,VH0875,ROHX->NCRU,Milkrun,24ft,15:32,703,1000,1,15
2024-03-07,VH0876,KRL->NCRU,Milkrun,14ft,00:35,1263,1000,2,0
2024-03-07,VH0877,ROHX->NCRU,Milkrun,17ft,13:18,1323,1000,2,13
2024-03-07,VH0878,ROHX->NCRU,Milkrun,17ft,00:37,789,1000,1,0
2024-03-07,VH0879,NDLX->NCRU,Milkrun,24ft,09:05,1136,1000,2,9
2024-03-07,VH0880,PATX->NCRU,Longhaul,32ft,17:00,6400,1000,7,17
2024-03-07,VH0881,GZBX->NCRU,Milkrun,17ft,05:00,739,1000,1,5
2024-03-08,VH0882,ROHX->NCRU,Milkrun,17ft,13:44,1431,1000,2,13
2024-03-08,VH0883,BLRX->NCRU,Longhaul,32ft,18:17,6985,1000,7,18
2024-03-08,VH0884,KRL->NCRU,Milkrun,24ft,09:13,871,1000,1,9
2024-03-08,VH0885,PNQX->NCRU,Longhaul,32ft,12:36,9448,1000,10,12
2024-03-08,VH0886,LKOX->NCRU,Longhaul,32ft,15:02,6566,1000,7,15
2024-03-08,VH0887,ROHX->NCRU,Milkrun,24ft,18:39,1195,1000,2,18
2024-03-08,VH0888,KRL->NCRU,Milkrun,17ft,17:58,716,1000,1,17
2024-03-08,VH0889,MJAX->NCRU,Longhaul,32ft,16:43,8738,1000,9,16
2024-03-08,VH0890,PNQX->NCRU,Longhaul,32ft,15:27,8302,1000,9,15
2024-03-08,VH0891,LKOX->NCRU,Longhaul,32ft,11:03,8024,1000,9,11
2024-03-08,VH0892,LKOX->NCRU,Longhaul,32ft,06:18,8690,1000,9,6
2024-03-08,VH0893,PNQX->NCRU,Longhaul,32ft,01:36,5828,1000,6,1
2024-03-08,VH0894,HYDX->NCRU,Longhaul,32ft,07:35,8961,1000,9,7
2024-03-08,VH0895,KRL->NCRU,Milkrun,24ft,14:43,970,1000,1,14
2024-03-08,VH0896,NDLX->NCRU,Milkrun,24ft,10:40,874,1000,1,10
2024-03-08,VH0897,KRL->NCRU,Milkrun,17ft,21:13,827,1000,1,21
2024-03-08,VH0898,LJP->NCRU,Milkrun,24ft,06:12,753,1000,1,6
2024-03-08,VH0899,NDLX->NCRU,Milkrun,17ft,06:33,880,1000,1,6
2024-03-08,VH0900,LKOX->NCRU,Longhaul,32ft,07:42,5278,1000,6,7
2024-03-08,VH0901,PNQX->NCRU,Longhaul,32ft,06:10,8059,1000,9,6
2024-03-08,VH0902,KRL->NCRU,Milkrun,14ft,06:05,959,1000,1,6
2024-03-08,VH0903,ROHX->NCRU,Milkrun,14ft,11:37,1235,1000,2,11
2024-03-08,VH0904,GZBX->NCRU,Milkrun,14ft,16:01,1029,1000,2,16
2024-03-08,VH0905,KRL->NCRU,Milkrun,14ft,05:35,939,1000,1,5
2024-03-08,VH0906,LJP->NCRU,Milkrun,17ft,17:39,1186,1000,2,17
2024-03-08,VH0907,KRL->NCRU,Milkrun,17ft,11:45,702,1000,1,11
2024-03-08,VH0908,LJP->NCRU,Milkrun,14ft,06:53,1276,1000,2,6
2024-03-08,VH0909,ROHX->NCRU,Milkrun,17ft,13:22,843,1000,1,13
2024-03-08,VH0910,KRL->NCRU,Milkrun,17ft,11:14,790,1000,1,11
2024-03-08,VH0911,PNQX->NCRU,Longhaul,32ft,15:06,8261,1000,9,15
2024-03-08,VH0912,NDLX->NCRU,Milkrun,17ft,17:25,1304,1000,2,17
2024-03-08,VH0913,NDLX->NCRU,Milkrun,17ft,17:12,1163,1000,2,17
2024-03-08,VH0914,ROHX->NCRU,Milkrun,14ft,06:08,1223,1000,2,6
2024-03-08,VH0915,LKOX->NCRU,Longhaul,32ft,06:06,6489,1000,7,6
2024-03-08,VH0916,LJP->NCRU,Milkrun,24ft,17:27,931,1000,1,17
2024-03-08,VH0917,PNQX->NCRU,Longhaul,32ft,18:04,5802,1000,6,18
2024-03-08,VH0918,PNQX->NCRU,Longhaul,32ft,07:20,8567,1000,9,7
2024-03-08,VH0919,LKOX->NCRU,Longhaul,32ft,18:25,8031,1000,9,18
2024-03-08,VH0920,BLRX->NCRU,Longhaul,32ft,17:02,5119,1000,6,17
2024-03-08,VH0921,NDLX->NCRU,Milkrun,14ft,06:02,775,1000,1,6
2024-03-08,VH0922,LJP->NCRU,Milkrun,14ft,01:37,799,1000,1,1
2024-03-08,VH0923,MJAX->NCRU,Longhaul,32ft,18:08,6158,1000,7,18
2024-03-08,VH0924,LJP->NCRU,Milkrun,24ft,09:32,1003,1000,2,9
2024-03-08,VH0925,GZBX->NCRU,Milkrun,17ft,23:49,1194,1000,2,23
2024-03-08,VH0926,NDLX->NCRU,Milkrun,17ft,03:04,864,1000,1,3
2024-03-08,VH0927,GZBX->NCRU,Milkrun,24ft,02:25,943,1000,1,2
2024-03-08,VH0928,LJP->NCRU,Milkrun,17ft,18:16,1419,1000,2,18
2024-03-08,VH0929,LKOX->NCRU,Longhaul,32ft,10:48,8153,1000,9,10
2024-03-08,VH0930,GZBX->NCRU,Milkrun,14ft,12:49,761,1000,1,12
2024-03-08,VH0931,BLRX->NCRU,Longhaul,32ft,06:44,6130,1000,7,6
2024-03-08,VH0932,BLRX->NCRU,Longhaul,32ft,18:34,8136,1000,9,18
2024-03-08,VH0933,ROHX->NCRU,Milkrun,17ft,15:59,1096,1000,2,15
2024-03-08,VH0934,HYDX->NCRU,Longhaul,32ft,12:17,8908,1000,9,12
2024-03-08,VH0935,NDLX->NCRU,Milkrun,17ft,04:51,986,1000,1,4
2024-03-08,VH0936,MJAX->NCRU,Longhaul,32ft,02:40,8591,1000,9,2
2024-03-08,VH0937,NDLX->NCRU,Milkrun,24ft,16:51,1010,1000,2,16
2024-03-08,VH0938,NDLX->NCRU,Milkrun,17ft,02:10,922,1000,1,2
2024-03-08,VH0939,BLRX->NCRU,Longhaul,32ft,14:32,8178,1000,9,14
2024-03-08,VH0940,KRL->NCRU,Milkrun,14ft,14:03,1216,1000,2,14
2024-03-08,VH0941,KRL->NCRU,Milkrun,14ft,12:15,1233,1000,2,12
2024-03-08,VH0942,LKOX->NCRU,Longhaul,32ft,06:02,5076,1000,6,6
2024-03-08,VH0943,KRL->NCRU,Milkrun,14ft,16:59,805,1000,1,16
2024-03-08,VH0944,ROHX->NCRU,Milkrun,24ft,14:21,1172,1000,2,14
2024-03-08,VH0945,ROHX->NCRU,Milkrun,24ft,15:04,1417,1000,2,15
2024-03-08,VH0946,NDLX->NCRU,Milkrun,24ft,15:01,1409,1000,2,15
2024-03-08,VH0947,MJAX->NCRU,Longhaul,32ft,22:16,6188,1000,7,22
2024-03-08,VH0948,LJP->NCRU,Milkrun,24ft,16:51,1019,1000,2,16
2024-03-08,VH0949,GZBX->NCRU,Milkrun,14ft,11:15,935,1000,1,11
2024-03-08,VH0950,MJAX->NCRU,Longhaul,32ft,00:58,5176,1000,6,0
2024-03-08,VH0951,NDLX->NCRU,Milkrun,24ft,08:13,890,1000,1,8
2024-03-08,VH0952,KRL->NCRU,Milkrun,14ft,04:26,1166,1000,2,4
2024-03-08,VH0953,LJP->NCRU,Milkrun,24ft,15:08,704,1000,1,15
2024-03-08,VH0954,LJP->NCRU,Milkrun,17ft,15:39,772,1000,1,15
2024-03-08,VH0955,HYDX->NCRU,Longhaul,32ft,11:57,8728,1000,9,11
2024-03-08,VH0956,LJP->NCRU,Milkrun,17ft,21:04,1239,1000,2,21
2024-03-08,VH0957,MJAX->NCRU,Longhaul,32ft,18:10,6744,1000,7,18
2024-03-08,VH0958,NDLX->NCRU,Milkrun,14ft,16:11,1366,1000,2,16
2024-03-08,VH0959,PATX->NCRU,Longhaul,32ft,21:08,6545,1000,7,21
2024-03-08,VH0960,NDLX->NCRU,Milkrun,24ft,13:38,1135,1000,2,13
2024-03-08,VH0961,ROHX->NCRU,Milkrun,24ft,14:10,1479,1000,2,14
2024-03-08,VH0962,LKOX->NCRU,Longhaul,32ft,13:10,5238,1000,6,13
2024-03-08,VH0963,HYDX->NCRU,Longhaul,32ft,23:12,7559,1000,8,23
2024-03-08,VH0964,PATX->NCRU,Longhaul,32ft,19:02,7114,1000,8,19
2024-03-08,VH0965,KRL->NCRU,Milkrun,17ft,19:06,1117,1000,2,19
2024-03-08,VH0966,LKOX->NCRU,Longhaul,32ft,23:10,6896,1000,7,23
2024-03-08,VH0967,LKOX->NCRU,Longhaul,32ft,06:28,9500,1000,10,6
2024-03-08,VH0968,MJAX->NCRU,Longhaul,32ft,00:01,9425,1000,10,0
2024-03-08,VH0969,LJP->NCRU,Milkrun,14ft,03:55,840,1000,1,3
2024-03-08,VH0970,GZBX->NCRU,Milkrun,17ft,18:26,1075,1000,2,18
2024-03-08,VH0971,BLRX->NCRU,Longhaul,32ft,15:18,5568,1000,6,15
2024-03-08,VH0972,HYDX->NCRU,Longhaul,32ft,07:39,7258,1000,8,7
2024-03-08,VH0973,LJP->NCRU,Milkrun,14ft,12:28,832,1000,1,12
2024-03-08,VH0974,ROHX->NCRU,Milkrun,17ft,14:20,835,1000,1,14
2024-03-08,VH0975,LJP->NCRU,Milkrun,17ft,11:13,1169,1000,2,11
2024-03-08,VH0976,PNQX->NCRU,Longhaul,32ft,14:38,8101,1000,9,14
2024-03-08,VH0977,NDLX->NCRU,Milkrun,14ft,17:11,1034,1000,2,17
2024-03-08,VH0978,PATX->NCRU,Longhaul,32ft,11:01,5986,1000,6,11
2024-03-08,VH0979,PNQX->NCRU,Longhaul,32ft,07:43,6821,1000,7,7
2024-03-08,VH0980,HYDX->NCRU,Longhaul,32ft,22:01,5440,1000,6,22
2024-03-08,VH0981,ROHX->NCRU,Milkrun,24ft,22:58,722,1000,1,22
2024-03-08,VH0982,LJP->NCRU,Milkrun,24ft,17:37,1484,1000,2,17
2024-03-08,VH0983,GZBX->NCRU,Milkrun,17ft,03:48,743,1000,1,3
2024-03-08,VH0984,GZBX->NCRU,Milkrun,17ft,00:27,951,1000,1,0
2024-03-08,VH0985,LKOX->NCRU,Longhaul,32ft,16:05,5160,1000,6,16
2024-03-08,VH0986,PNQX->NCRU,Longhaul,32ft,03:14,6747,1000,7,3
2024-03-08,VH0987,HYDX->NCRU,Longhaul,32ft,04:59,5995,1000,6,4
2024-03-08,VH0988,ROHX->NCRU,Milkrun,24ft,05:52,1101,1000,2,5
2024-03-08,VH0989,BLRX->NCRU,Longhaul,32ft,15:30,5976,1000,6,15
2024-03-08,VH0990,LJP->NCRU,Milkrun,24ft,16:00,936,1000,1,16
2024-03-08,VH0991,LJP->NCRU,Milkrun,24ft,18:48,703,1000,1,18
2024-03-08,VH0992,KRL->NCRU,Milkrun,24ft,12:39,1422,1000,2,12
2024-03-08,VH0993,LJP->NCRU,Milkrun,24ft,19:04,792,1000,1,19
2024-03-08,VH0994,LJP->NCRU,Milkrun,24ft,15:11,824,1000,1,15
2024-03-08,VH0995,ROHX->NCRU,Milkrun,24ft,22:23,1421,1000,2,22
2024-03-08,VH0996,MJAX->NCRU,Longhaul,32ft,14:21,7917,1000,8,14
2024-03-08,VH0997,KRL->NCRU,Milkrun,14ft,02:58,1459,1000,2,2
2024-03-08,VH0998,LJP->NCRU,Milkrun,17ft,14:45,803,1000,1,14
2024-03-08,VH0999,LKOX->NCRU,Longhaul,32ft,06:06,9014,1000,10,6
2024-03-08,VH1000,NDLX->NCRU,Milkrun,14ft,05:09,1238,1000,2,5
2024-03-08,VH1001,ROHX->NCRU,Milkrun,17ft,00:54,1295,1000,2,0
2024-03-08,VH1002,LKOX->NCRU,Longhaul,32ft,12:50,5958,1000,6,12
2024-03-08,VH1003,NDLX->NCRU,Milkrun,24ft,16:31,763,1000,1,16
2024-03-08,VH1004,ROHX->NCRU,Milkrun,24ft,10:16,1263,1000,2,10
2024-03-08,VH1005,PNQX->NCRU,Longhaul,32ft,03:05,8928,1000,9,3
2024-03-08,VH1006,GZBX->NCRU,Milkrun,17ft,07:36,1278,1000,2,7
2024-03-08,VH1007,NDLX->NCRU,Milkrun,24ft,14:17,1032,1000,2,14
2024-03-08,VH1008,HYDX->NCRU,Longhaul,32ft,16:58,8242,1000,9,16
2024-03-08,VH1009,HYDX->NCRU,Longhaul,32ft,11:08,6398,1000,7,11
2024-03-08,VH1010,KRL->NCRU,Milkrun,14ft,12:20,1342,1000,2,12
2024-03-08,VH1011,MJAX->NCRU,Longhaul,32ft,06:33,6452,1000,7,6
2024-03-08,VH1012,ROHX->NCRU,Milkrun,24ft,23:45,790,1000,1,23
2024-03-08,VH1013,GZBX->NCRU,Milkrun,24ft,17:11,1454,1000,2,17
2024-03-08,VH1014,PNQX->NCRU,Longhaul,32ft,20:15,7267,1000,8,20
2024-03-08,VH1015,NDLX->NCRU,Milkrun,24ft,13:20,973,1000,1,13
2024-03-08,VH1016,ROHX->NCRU,Milkrun,24ft,12:49,1124,1000,2,12
2024-03-08,VH1017,KRL->NCRU,Milkrun,17ft,15:18,950,1000,1,15
2024-03-08,VH1018,LKOX->NCRU,Longhaul,32ft,07:23,6177,1000,7,7
2024-03-08,VH1019,LJP->NCRU,Milkrun,17ft,19:29,770,1000,1,19
2024-03-08,VH1020,LKOX->NCRU,Longhaul,32ft,13:50,5971,1000,6,13
2024-03-08,VH1021,BLRX->NCRU,Longhaul,32ft,15:09,8118,1000,9,15
